name,type,gender,religion,region,n,sources,clf_predicted_religion,clf_max_prob,human_validated
sidhu,last,,Sikh,ALL,7481.0,ojas_list;marker_list,Muslim,0.564201710040893,False
sudan,last,,Sikh,ALL,5135.0,ojas_list,Hindu,0.8475397256632237,False
pannu,last,,Sikh,ALL,4979.0,ojas_list,Hindu,0.9970744058829486,False
sodhi,last,,Sikh,ALL,4869.0,ojas_list,Hindu,0.9906085690719004,False
chahal,last,,Sikh,ALL,4534.0,ojas_list,Hindu,0.9900959408192131,False
bhullar,last,,Sikh,ALL,3984.0,ojas_list,Hindu,0.7821647464435846,False
brar,last,,Sikh,ALL,3203.0,ojas_list;marker_list,Hindu,0.9657044401481324,False
bhogal,last,,Sikh,ALL,2607.0,ojas_list,Hindu,0.9855765537319598,False
bassi,last,,Sikh,ALL,2517.0,ojas_list,Christian,0.3725623651664361,False
sohal,last,,Sikh,ALL,2476.0,ojas_list,Hindu,0.894093718042132,False
bains,last,,Sikh,ALL,2445.0,ojas_list,Hindu,0.5667934798106004,False
sarai,last,,Sikh,ALL,2426.0,ojas_list,Hindu,0.9085572768111804,False
sahota,last,,Sikh,ALL,2390.0,ojas_list,Hindu,0.998352057871362,False
randhawa,last,,Sikh,ALL,2293.0,ojas_list,Hindu,0.9934905968185118,False
grewal,last,,Sikh,ALL,1854.0,ojas_list;marker_list,Hindu,0.9806464720164524,False
sangha,last,,Sikh,ALL,1685.0,ojas_list,Hindu,0.9865548990284546,False
dhillon,last,,Sikh,ALL,1649.0,ojas_list;marker_list,Hindu,0.6334695066916173,False
bajwa,last,,Sikh,ALL,1611.0,ojas_list;marker_list,Hindu,0.9688877042628448,False
thandi,last,,Sikh,ALL,1549.0,ojas_list,Hindu,0.999601581880258,False
kang,last,,Sikh,ALL,1514.0,ojas_list,Hindu,0.99806595394023,False
cheema,last,,Sikh,ALL,1270.0,ojas_list,Hindu,0.5729675075820937,False
virk,last,,Sikh,ALL,1267.0,ojas_list,Hindu,0.9314133859544316,False
dhaliwal,last,,Sikh,ALL,1166.0,ojas_list,Hindu,0.9988847585917155,False
ghuman,last,,Sikh,ALL,1122.0,ojas_list,Hindu,0.7176937162901477,False
toor,last,,Sikh,ALL,941.0,ojas_list,Muslim,0.5106694932041083,False
deol,last,,Sikh,ALL,918.0,ojas_list,Hindu,0.8360769105101062,False
khalsa,last,,Sikh,ALL,725.0,ojas_list,Muslim,0.5432449749181838,False
garcha,last,,Sikh,ALL,646.0,ojas_list,Hindu,0.925216032926182,False
nijjar,last,,Sikh,ALL,571.0,ojas_list,Muslim,0.7898033438968893,False
johal,last,,Sikh,ALL,538.0,ojas_list,Christian,0.6095425083912341,False
hundal,last,,Sikh,ALL,428.0,ojas_list,Hindu,0.9895101363417332,False
dhanoa,last,,Sikh,ALL,416.0,ojas_list,Hindu,0.7625745641183224,False
takhar,last,,Sikh,ALL,399.0,ojas_list,Hindu,0.9717998376256836,False
chattha,last,,Sikh,ALL,320.0,ojas_list,Hindu,0.896165228385277,False
samra,last,,Sikh,ALL,265.0,ojas_list,Hindu,0.9919669640208274,False
rehal,last,,Sikh,ALL,252.0,ojas_list,Muslim,0.7127253995342104,False
pandher,last,,Sikh,ALL,243.0,ojas_list,Hindu,0.9964319052811036,False
sekhon,last,,Sikh,ALL,186.0,ojas_list,Christian,0.6788207428779003,False
kahlon,last,,Sikh,ALL,154.0,ojas_list,Hindu,0.6724819655108728,False
shergill,last,,Sikh,ALL,152.0,ojas_list,Hindu,0.4930388512116081,False
aulakh,last,,Sikh,ALL,148.0,ojas_list,Hindu,0.5288077892870373,False
dhadwal,last,,Sikh,ALL,117.0,ojas_list,Hindu,0.9976648133422688,False
nagra,last,,Sikh,ALL,106.0,ojas_list,Hindu,0.9839878733107116,False
sanghera,last,,Sikh,ALL,85.0,ojas_list,Hindu,0.9977747911266568,False
purewal,last,,Sikh,ALL,81.0,ojas_list,Hindu,0.992556065004354,False
aujla,last,,Sikh,ALL,75.0,ojas_list,Hindu,0.8321766670062221,False
jawanda,last,,Sikh,ALL,72.0,ojas_list,Hindu,0.989848013833082,False
khangura,last,,Sikh,ALL,56.0,ojas_list,Hindu,0.8717774274838466,False
klair,last,,Sikh,ALL,30.0,ojas_list,Hindu,0.9842985627598676,False
